iddetcessnr,cdecategadsacem,numcatal,numpers,gestnr,datdbtvld,datfinvld,idctr,idpcttypdrt
1011722,SE,207169,99440,0,,,395207,2561428
1011723,SE,207169,99440,0,,,395207,2561429
1011724,SE,207169,99440,0,,,395207,2561430
1142471,SE,311023,427757,0,,,440973,3005739
1142472,SE,311023,427757,0,,,440973,3005740
1142473,SE,311023,427757,0,,,440973,3005741
1146173,SE,311023,427757,0,,,442137,3016932
1146174,SE,311023,427757,0,,,442137,3016933
1146175,SE,311023,427757,0,,,442137,3016934
1150649,SE,311023,427757,0,,,443834,3031209
1150650,SE,311023,427757,0,,,443834,3031210
1150651,SE,311023,427757,0,,,443834,3031211
1257893,SE,207169,99440,0,,,475487,3375689
1257894,SE,207169,99440,0,,,475487,3375690
1257895,SE,207169,99440,0,,,475487,3375691
813316,SE,202567,63677,0,,,315245,2059440
813317,SE,202567,63677,0,,,315245,2059441
813318,SE,202567,63677,0,,,315245,2059442
833615,SE,202567,63677,0,,,324923,2105139
833616,SE,202567,63677,0,,,324923,2105141
833618,SE,202567,63677,0,,,324923,2105143
856517,SE,202567,63677,0,,,339972,2151607
856518,SE,202567,63677,0,,,339972,2151608
856519,SE,202567,63677,0,,,339972,2151609
1178452,SE,223697,233757,0,,,452871,3119505
1178453,SE,223697,233757,0,,,452871,3119506
1178454,SE,223697,233757,0,,,452871,3119507
76555,SE,429187,348052,0,,,25689,316168
257778,SE,427633,336968,0,,,94320,719595
1068739,SE,557707,561472,0,,,414604,2774036
704801,SE,429187,348052,0,,,276367,1771007
76554,SE,429187,348052,0,,,25689,316167
257780,SE,427633,336968,0,,,94320,719597
228907,E,466985,109933,0,,,82105,633341
1068741,SE,557707,561472,0,,,414604,2774038
76556,SE,429187,348052,0,,,25689,316169
257779,SE,427633,336968,0,,,94320,719596
704799,SE,429187,348052,0,,,276367,1771005
704797,SE,429187,348052,0,,,276367,1771003
1068740,SE,557707,561472,0,,,414604,2774037
228908,E,466985,109933,0,,,82105,633342
1219634,SE,468995,111430,0,,,464393,3251984
757621,SE,468995,111430,0,,,294786,1911733
1219633,SE,468995,111430,0,,,464393,3251983
757619,SE,468995,111430,0,,,294786,1911731
757620,SE,468995,111430,0,,,294786,1911732
1219635,SE,468995,111430,0,,,464393,3251985
1006024,SE,3893,31914,0,,,393154,2548560
1006430,SE,3893,31914,0,,,393303,2549441
339037,SE,3893,31914,0,,,151170,948891
940581,SE,3893,31914,0,,,369880,2386319
1006428,SE,3893,31914,0,,,393303,2549439
919603,SE,3893,31914,0,,,362394,2301123
21606,SE,3893,31914,0,,,7255,200603
339036,SE,3893,31914,0,,,151170,948890
1006429,SE,3893,31914,0,,,393303,2549440
957139,SE,3893,31914,0,,,375836,2423161
955238,SE,3893,31914,0,,,375146,2418752
1006023,SE,3893,31914,0,,,393154,2548559
919604,SE,3893,31914,0,,,362394,2301124
1006025,SE,3893,31914,0,,,393154,2548561
941677,SE,3893,31914,0,,,370272,2388810
1011233,SE,3893,31914,0,,,395037,2560259
949871,SE,3893,31914,0,,,373256,2407346
941676,SE,3893,31914,0,,,370272,2388809
1011951,SE,3893,31914,0,,,395284,2561893
944477,SE,3893,31914,0,,,371279,2395306
955237,SE,3893,31914,0,,,375146,2418751
1016095,SE,3893,31914,0,,,396731,2571229
929458,SE,3893,31914,0,,,365919,2324896
949869,SE,3893,31914,0,,,373256,2407344
974190,SE,3893,31914,0,,,381896,2462120
957140,SE,3893,31914,0,,,375836,2423162
974189,SE,3893,31914,0,,,381896,2462119
1016096,SE,3893,31914,0,,,396731,2571230
926907,SE,3893,31914,0,,,364983,2317156
975016,SE,3893,31914,0,,,382178,2463847
925434,SE,3893,31914,0,,,364464,2313603
1011952,SE,3893,31914,0,,,395284,2561894
926906,SE,3893,31914,0,,,364983,2317155
956641,SE,3893,31914,0,,,375646,2421782
940582,SE,3893,31914,0,,,369880,2386320
929460,SE,3893,31914,0,,,365919,2324898
957138,SE,3893,31914,0,,,375836,2423160
926908,SE,3893,31914,0,,,364983,2317157
949870,SE,3893,31914,0,,,373256,2407345
974188,SE,3893,31914,0,,,381896,2462118
955239,SE,3893,31914,0,,,375146,2418753
941675,SE,3893,31914,0,,,370272,2388808
1016094,SE,3893,31914,0,,,396731,2571228
925435,SE,3893,31914,0,,,364464,2313604
929459,SE,3893,31914,0,,,365919,2324897
1011234,SE,3893,31914,0,,,395037,2560260
940580,SE,3893,31914,0,,,369880,2386318
1011232,SE,3893,31914,0,,,395037,2560258
1011953,SE,3893,31914,0,,,395284,2561895
21607,SE,3893,31914,0,,,7255,200605
925433,SE,3893,31914,0,,,364464,2313602
919605,SE,3893,31914,0,,,362394,2301125
339035,SE,3893,31914,0,,,151170,948889
975015,SE,3893,31914,0,,,382178,2463846
944476,SE,3893,31914,0,,,371279,2395305
944478,SE,3893,31914,0,,,371279,2395307
956639,SE,3893,31914,0,,,375646,2421780
975017,SE,3893,31914,0,,,382178,2463848
956640,SE,3893,31914,0,,,375646,2421781
21609,SE,3893,31914,0,,,7255,200607
758,SE,154552,202630,0,,,253,156619
759,SE,154552,202630,0,,,253,156623
760,SE,154552,202630,0,,,253,156627
3263,SE,207073,99440,0,,,1096,161982
3266,SE,207073,99440,0,,,1096,161984
3268,SE,207073,99440,0,,,1096,161991
64281,SE,462773,58052,0,,,21559,289940
64282,SE,462773,58052,0,,,21559,289941
64283,SE,462773,58052,0,,,21559,289942
76956,SE,376187,428515,0,,,25823,316991
76957,SE,376187,428515,0,,,25823,316994
76959,SE,376187,428515,0,,,25823,316996
336672,SE,154552,202630,0,,,150382,944082
336674,SE,154552,202630,0,,,150382,944084
336676,SE,154552,202630,0,,,150382,944087
426410,SE,207073,99440,0,,,181295,1156733
426411,SE,207073,99440,0,,,181295,1156734
426412,SE,207073,99440,0,,,181295,1156737
652726,SE,462773,109933,0,,,258363,1648909
652727,SE,462773,109933,0,,,258363,1648910
652728,SE,462773,109933,0,,,258363,1648911
658431,SE,207073,99440,0,,,260411,1661549
658432,SE,207073,99440,0,,,260411,1661550
658433,SE,207073,99440,0,,,260411,1661551
662411,SE,207073,99440,0,,,261831,1671344
662412,SE,207073,99440,0,,,261831,1671345
662413,SE,207073,99440,0,,,261831,1671346
714159,SE,462773,109933,0,,,279725,1793647
714160,SE,462773,109933,0,,,279725,1793648
714161,SE,462773,109933,0,,,279725,1793649
908958,SE,154552,202630,0,,,358733,2277857
908959,SE,154552,202630,0,,,358733,2277858
908960,SE,154552,202630,0,,,358733,2277859
915579,SE,154552,202630,0,,,361006,2292135
915580,SE,154552,202630,0,,,361006,2292136
915581,SE,154552,202630,0,,,361006,2292137
919085,SE,154552,202630,0,,,362208,2299876
919086,SE,154552,202630,0,,,362208,2299877
919087,SE,154552,202630,0,,,362208,2299878
919251,SE,462773,109933,0,,,362270,2300352
919252,SE,462773,109933,0,,,362270,2300353
919253,SE,462773,109933,0,,,362270,2300354
924242,SE,154552,202630,0,,,364047,2311002
924243,SE,154552,202630,0,,,364047,2311003
924244,SE,154552,202630,0,,,364047,2311004
929362,SE,207073,99440,0,,,365887,2324697
929363,SE,207073,99440,0,,,365887,2324698
929364,SE,207073,99440,0,,,365887,2324699
939032,SE,154552,202630,0,,,369337,2382317
939033,SE,154552,202630,0,,,369337,2382318
939034,SE,154552,202630,0,,,369337,2382319
939798,SE,154552,202630,0,,,369599,2384333
939799,SE,154552,202630,0,,,369599,2384334
939800,SE,154552,202630,0,,,369599,2384335
948583,SE,154552,202630,0,,,372774,2404402
948584,SE,154552,202630,0,,,372774,2404403
948585,SE,154552,202630,0,,,372774,2404404
961481,SE,154552,202630,0,,,377440,2432978
961482,SE,154552,202630,0,,,377440,2432979
961483,SE,154552,202630,0,,,377440,2432980
964985,SE,154552,202630,0,,,378788,2442547
964986,SE,154552,202630,0,,,378788,2442548
964987,SE,154552,202630,0,,,378788,2442549
976884,SE,154552,202630,0,,,382881,2469058
976885,SE,154552,202630,0,,,382881,2469059
976886,SE,154552,202630,0,,,382881,2469060
977678,SE,154552,202630,0,,,383193,2471351
977679,SE,154552,202630,0,,,383193,2471352
977680,SE,154552,202630,0,,,383193,2471353
995722,SE,154552,202630,0,,,389587,2515744
995723,SE,154552,202630,0,,,389587,2515745
995724,SE,154552,202630,0,,,389587,2515746
999699,SE,154552,202630,0,,,390986,2528493
999700,SE,154552,202630,0,,,390986,2528494
999701,SE,154552,202630,0,,,390986,2528495
1010540,SE,154552,202630,0,,,394753,2558606
1010541,SE,154552,202630,0,,,394753,2558607
1010542,SE,154552,202630,0,,,394753,2558608
1012251,SE,154552,202630,0,,,395390,2562734
1012252,SE,154552,202630,0,,,395390,2562735
1012253,SE,154552,202630,0,,,395390,2562736
1013483,SE,154552,202630,0,,,395814,2565535
1013484,SE,154552,202630,0,,,395814,2565536
1013485,SE,154552,202630,0,,,395814,2565537
1016091,SE,154552,202630,0,,,396730,2571222
1016092,SE,154552,202630,0,,,396730,2571223
1016093,SE,154552,202630,0,,,396730,2571224
1017085,SE,154552,202630,0,,,397075,2573381
1017086,SE,154552,202630,0,,,397075,2573382
1017087,SE,154552,202630,0,,,397075,2573383
